record_id,timestamp,api_name,endpoint,status_code,status,failure_reason,response_time_ms,cpu_usage_percent,memory_usage_percent,network_latency_ms,uptime_percent,request_count,error_count,downtime_minutes,incident_severity,server_region,predicted_health_status,failure_label
2140,2026-04-30 15:13:32,CRM API,/v1/service/30,502,Failure,Bad Gateway,4709.8,23.64,43.56,493.0,97.98,7877,83,80.77,Critical,US-East,Critical Risk,1
2141,2026-04-30 15:43:32,Authentication API,/v1/service/1,504,Failure,Gateway Timeout,3317.58,74.35,84.24,216.34,99.44,7980,54,113.75,High,US-East,Critical Risk,1
2142,2026-04-30 16:13:32,Email Service API,/v1/service/1,200,Success,,4901.66,40.14,47.28,967.37,96.33,9577,0,0.0,Low,Australia,Healthy,0
2143,2026-04-30 16:43:32,Weather API,/v1/service/6,200,Success,,2979.12,77.7,96.85,665.0,96.07,3338,0,0.0,Low,Australia,Stable,0
2144,2026-04-30 17:13:32,Authentication API,/v1/service/29,200,Success,,1939.97,25.83,20.01,396.49,95.68,5561,0,0.0,Low,India,Stable,0
2145,2026-04-30 17:43:32,Chat API,/v1/service/2,200,Success,,1965.51,70.41,62.79,165.54,98.19,8686,0,0.0,Low,Europe,Stable,0
2146,2026-04-30 18:13:32,Fraud Detection API,/v1/service/50,429,Failure,API Rate Limit Exceeded,1126.5,25.75,91.26,496.39,98.67,3885,23,118.26,Medium,US-West,Likely Failure,1
2147,2026-04-30 18:43:32,Analytics API,/v1/service/13,201,Success,,1596.55,81.27,78.73,590.47,99.21,6439,0,0.0,Low,Australia,Stable,0
2148,2026-04-30 19:13:32,Billing API,/v1/service/36,200,Success,,4374.1,32.9,79.23,680.49,97.04,8177,0,0.0,Low,Singapore,Healthy,0
2149,2026-04-30 19:43:32,Authentication API,/v1/service/2,400,Failure,Malformed Request Payload,1316.09,36.54,92.53,707.3,94.75,3749,23,150.46,Critical,US-East,Likely Failure,1
2150,2026-04-30 20:13:32,Weather API,/v1/service/13,200,Success,,2731.16,37.85,90.83,30.57,98.79,2634,0,0.0,Low,India,Stable,0
2151,2026-04-30 20:43:32,User Service API,/v1/service/21,200,Success,,255.36,23.9,91.45,417.45,95.81,4312,0,0.0,Low,Europe,Healthy,0
2152,2026-04-30 21:13:32,User Service API,/v1/service/33,200,Success,,1003.26,67.52,53.52,58.05,96.68,1331,0,0.0,Low,US-West,Stable,0
2153,2026-04-30 21:43:32,Stripe Payment API,/v1/service/20,404,Failure,Endpoint Not Found,1531.2,19.68,69.69,751.5,95.62,1187,90,68.06,High,Europe,High Risk,1
2154,2026-04-30 22:13:32,Email Service API,/v1/service/35,200,Success,,2711.62,91.41,40.2,571.21,97.24,6103,0,0.0,Low,Europe,Healthy,0
2155,2026-04-30 22:43:32,HR API,/v1/service/45,200,Success,,1260.93,74.07,42.58,752.0,96.03,7708,0,0.0,Low,US-East,Healthy,0
2156,2026-04-30 23:13:32,Google Maps API,/v1/service/21,200,Success,,181.86,86.03,50.74,735.68,99.69,8436,0,0.0,Low,Singapore,Healthy,0
2157,2026-04-30 23:43:32,GitHub API,/v1/service/23,403,Failure,Permission Denied,4107.41,55.43,95.06,110.03,96.13,5178,66,103.24,Critical,US-East,Likely Failure,1
2158,2026-05-01 00:13:32,Video Streaming API,/v1/service/13,200,Success,,4640.91,15.13,86.18,1158.2,99.84,7104,0,0.0,Low,Australia,Healthy,0
2159,2026-05-01 00:43:32,GitHub API,/v1/service/42,201,Success,,4090.38,81.13,79.49,1173.77,97.67,2826,0,0.0,Low,Europe,Healthy,0
2160,2026-05-01 01:13:32,HR API,/v1/service/38,200,Success,,2970.24,69.75,27.76,111.01,96.77,9753,0,0.0,Low,India,Stable,0
2161,2026-05-01 01:43:32,GitHub API,/v1/service/34,200,Success,,4630.07,17.19,21.32,541.88,97.44,6641,0,0.0,Low,Australia,Stable,0
2162,2026-05-01 02:13:32,Video Streaming API,/v1/service/19,200,Success,,2612.7,77.07,37.36,1132.05,99.6,3487,0,0.0,Low,Singapore,Stable,0
2163,2026-05-01 02:43:32,Authentication API,/v1/service/34,200,Success,,4225.35,26.11,84.24,83.8,99.29,3444,0,0.0,Low,US-West,Healthy,0
2164,2026-05-01 03:13:32,Notification API,/v1/service/2,503,Failure,Service Unavailable,3887.35,36.39,24.95,92.32,98.2,6262,74,29.67,High,Australia,High Risk,1
2165,2026-05-01 03:43:32,CRM API,/v1/service/22,200,Success,,4607.59,89.46,21.97,681.79,97.99,9342,0,0.0,Low,Europe,Healthy,0
2166,2026-05-01 04:13:32,OpenWeather API,/v1/service/23,200,Success,,4531.41,84.99,85.83,485.32,99.49,7527,0,0.0,Low,Singapore,Stable,0
2167,2026-05-01 04:43:32,Inventory API,/v1/service/24,200,Success,,366.87,35.44,78.11,205.52,99.92,4823,0,0.0,Low,Australia,Stable,0
2168,2026-05-01 05:13:32,Stripe Payment API,/v1/service/24,200,Success,,3655.95,79.5,78.7,513.09,96.66,5822,0,0.0,Low,US-West,Stable,0
2169,2026-05-01 05:43:32,Inventory API,/v1/service/50,200,Success,,3297.49,20.95,24.9,825.48,95.68,3476,0,0.0,Low,US-East,Stable,0
2170,2026-05-01 06:13:32,Google Maps API,/v1/service/9,200,Success,,896.47,79.36,59.37,1184.49,97.37,8403,0,0.0,Low,India,Healthy,0
2171,2026-05-01 06:43:32,Recommendation API,/v1/service/40,200,Success,,4876.21,10.94,27.74,889.36,97.92,6262,0,0.0,Low,Singapore,Healthy,0
2172,2026-05-01 07:13:32,Search API,/v1/service/30,200,Success,,1897.18,53.95,74.75,1154.95,98.49,456,0,0.0,Low,US-East,Stable,0
2173,2026-05-01 07:43:32,HR API,/v1/service/12,503,Failure,Service Unavailable,3527.03,32.06,97.42,634.58,95.57,993,23,16.29,Medium,Australia,Critical Risk,1
2174,2026-05-01 08:13:32,Billing API,/v1/service/39,200,Success,,522.14,70.76,91.2,70.49,99.82,9581,0,0.0,Low,India,Stable,0
2175,2026-05-01 08:43:32,Video Streaming API,/v1/service/39,200,Success,,2096.2,11.36,79.58,956.42,98.33,3468,0,0.0,Low,Europe,Stable,0
2176,2026-05-01 09:13:32,HR API,/v1/service/16,200,Success,,1253.54,49.73,85.77,864.09,99.88,8198,0,0.0,Low,Singapore,Healthy,0
2177,2026-05-01 09:43:32,Billing API,/v1/service/41,200,Success,,4283.7,79.75,47.88,902.35,98.93,4728,0,0.0,Low,US-East,Stable,0
2178,2026-05-01 10:13:32,Search API,/v1/service/5,401,Failure,Invalid Authentication Token,1240.62,59.7,96.89,402.65,98.43,7138,96,108.26,Medium,US-East,High Risk,1
2179,2026-05-01 10:43:32,User Service API,/v1/service/16,200,Success,,143.45,38.53,85.86,348.57,96.89,7885,0,0.0,Low,Singapore,Stable,0
2180,2026-05-01 11:13:32,Billing API,/v1/service/43,200,Success,,1097.3,42.2,67.0,697.5,96.41,6274,0,0.0,Low,Europe,Stable,0
2181,2026-05-01 11:43:32,Fraud Detection API,/v1/service/19,201,Success,,3589.59,81.0,81.82,474.08,98.78,7375,0,0.0,Low,Europe,Healthy,0
2182,2026-05-01 12:13:32,Search API,/v1/service/7,400,Failure,Malformed Request Payload,4274.71,50.55,32.76,932.51,99.13,3281,36,30.66,Critical,US-West,Critical Risk,1
2183,2026-05-01 12:43:32,Video Streaming API,/v1/service/48,200,Success,,2464.52,46.39,75.73,434.41,95.95,7982,0,0.0,Low,Australia,Stable,0
2184,2026-05-01 13:13:32,Recommendation API,/v1/service/19,200,Success,,1795.5,35.95,45.23,1043.48,99.84,1792,0,0.0,Low,Australia,Healthy,0
2185,2026-05-01 13:43:32,OpenWeather API,/v1/service/14,200,Success,,1320.34,78.67,21.63,761.69,95.5,1778,0,0.0,Low,India,Stable,0
2186,2026-05-01 14:13:32,OpenWeather API,/v1/service/25,200,Success,,715.12,91.23,45.91,272.09,99.52,1997,0,0.0,Low,US-West,Healthy,0
2187,2026-05-01 14:43:32,Notification API,/v1/service/3,200,Success,,916.38,88.01,74.89,151.08,98.3,6196,0,0.0,Low,US-West,Healthy,0
2188,2026-05-01 15:13:32,Video Streaming API,/v1/service/30,200,Success,,2103.51,93.29,80.84,76.48,96.34,870,0,0.0,Low,India,Healthy,0
2189,2026-05-01 15:43:32,GitHub API,/v1/service/7,200,Success,,3680.24,78.82,78.96,1098.28,95.07,3768,0,0.0,Low,US-West,Stable,0
2190,2026-05-01 16:13:32,Analytics API,/v1/service/21,404,Failure,Endpoint Not Found,1923.58,54.95,34.75,792.5,97.46,2210,15,179.29,Critical,Singapore,Likely Failure,1
2191,2026-05-01 16:43:32,Video Streaming API,/v1/service/13,200,Success,,620.98,35.08,35.52,502.18,99.82,8998,0,0.0,Low,US-West,Healthy,0
2192,2026-05-01 17:13:32,Search API,/v1/service/9,429,Failure,API Rate Limit Exceeded,209.24,42.02,41.35,872.93,96.82,9849,8,107.95,High,US-East,High Risk,1
2193,2026-05-01 17:43:32,GitHub API,/v1/service/8,200,Success,,2295.21,56.4,66.71,303.85,97.55,667,0,0.0,Low,Singapore,Healthy,0
2194,2026-05-01 18:13:32,Email Service API,/v1/service/22,200,Success,,3573.42,49.42,57.82,492.8,98.98,6521,0,0.0,Low,Europe,Healthy,0
2195,2026-05-01 18:43:32,Recommendation API,/v1/service/18,504,Failure,Gateway Timeout,417.63,79.37,76.32,604.11,96.59,6744,4,139.14,Critical,US-West,Likely Failure,1
2196,2026-05-01 19:13:32,Video Streaming API,/v1/service/15,200,Success,,4941.8,48.32,59.3,139.94,96.4,9156,0,0.0,Low,Europe,Healthy,0
2197,2026-05-01 19:43:32,OpenWeather API,/v1/service/31,200,Success,,3486.33,72.04,75.19,726.45,99.41,6812,0,0.0,Low,Europe,Healthy,0
2198,2026-05-01 20:13:32,Inventory API,/v1/service/8,200,Success,,4319.68,65.18,30.31,155.05,99.66,5114,0,0.0,Low,Singapore,Healthy,0
2199,2026-05-01 20:43:32,Fraud Detection API,/v1/service/3,200,Success,,4362.48,33.02,80.23,574.83,95.71,4413,0,0.0,Low,Singapore,Stable,0
2200,2026-05-01 21:13:32,Inventory API,/v1/service/8,500,Failure,Internal Server Error,3399.93,34.39,89.56,1199.34,95.93,9656,37,49.01,Medium,US-West,Likely Failure,1
2201,2026-05-01 21:43:32,Analytics API,/v1/service/31,200,Success,,3435.04,85.9,47.19,373.16,95.32,1037,0,0.0,Low,India,Healthy,0
2202,2026-05-01 22:13:32,OpenWeather API,/v1/service/31,200,Success,,3715.5,52.4,55.77,886.82,98.74,5976,0,0.0,Low,US-East,Healthy,0
2203,2026-05-01 22:43:32,Weather API,/v1/service/14,401,Failure,Invalid Authentication Token,4669.99,54.11,38.93,412.12,97.68,6985,79,96.37,Medium,US-West,Likely Failure,1
2204,2026-05-01 23:13:32,Google Maps API,/v1/service/33,200,Success,,3675.5,80.77,47.74,1028.22,97.52,4028,0,0.0,Low,Australia,Healthy,0
2205,2026-05-01 23:43:32,Chat API,/v1/service/4,201,Success,,4425.88,78.67,72.77,551.15,99.54,7230,0,0.0,Low,US-East,Stable,0
2206,2026-05-02 00:13:32,Stripe Payment API,/v1/service/5,502,Failure,Bad Gateway,1771.87,64.01,89.3,229.58,94.51,2596,39,115.51,Medium,India,Critical Risk,1
2207,2026-05-02 00:43:32,Search API,/v1/service/50,200,Success,,2321.56,36.59,77.24,533.49,96.11,1186,0,0.0,Low,Singapore,Healthy,0
2208,2026-05-02 01:13:32,GitHub API,/v1/service/37,200,Success,,2137.97,87.6,82.6,968.27,99.63,2046,0,0.0,Low,Australia,Stable,0
2209,2026-05-02 01:43:32,Order API,/v1/service/27,404,Failure,Endpoint Not Found,4064.68,28.07,61.26,679.33,96.63,7631,92,119.51,High,US-West,High Risk,1
2210,2026-05-02 02:13:32,Video Streaming API,/v1/service/41,200,Success,,361.4,73.09,29.66,93.64,98.7,9321,0,0.0,Low,India,Healthy,0
2211,2026-05-02 02:43:32,Stripe Payment API,/v1/service/40,200,Success,,1225.61,47.35,59.42,169.87,94.51,1283,0,0.0,Low,Europe,Healthy,0
2212,2026-05-02 03:13:32,HR API,/v1/service/40,200,Success,,2229.1,39.4,78.26,1046.35,97.83,6895,0,0.0,Low,Europe,Stable,0
2213,2026-05-02 03:43:32,Video Streaming API,/v1/service/1,200,Success,,1541.76,56.94,46.85,184.32,98.48,2289,0,0.0,Low,Singapore,Stable,0
2214,2026-05-02 04:13:32,Order API,/v1/service/37,200,Success,,2214.29,18.66,92.74,509.15,97.53,1917,0,0.0,Low,US-East,Stable,0
2215,2026-05-02 04:43:32,GitHub API,/v1/service/16,429,Failure,API Rate Limit Exceeded,64.34,49.73,97.97,232.51,95.35,6845,85,111.87,High,US-East,High Risk,1
2216,2026-05-02 05:13:32,Inventory API,/v1/service/18,504,Failure,Gateway Timeout,944.79,58.66,52.81,1094.27,97.82,7522,42,3.74,High,US-East,Critical Risk,1
2217,2026-05-02 05:43:32,Authentication API,/v1/service/22,200,Success,,846.55,64.16,66.31,440.3,95.52,9066,0,0.0,Low,US-West,Healthy,0
2218,2026-05-02 06:13:32,Chat API,/v1/service/45,200,Success,,4884.94,73.7,68.0,1016.6,98.98,4889,0,0.0,Low,Singapore,Stable,0
2219,2026-05-02 06:43:32,Recommendation API,/v1/service/48,200,Success,,1751.49,56.09,89.95,481.98,96.71,278,0,0.0,Low,US-West,Stable,0
2220,2026-05-02 07:13:32,Chat API,/v1/service/16,200,Success,,2317.42,71.04,67.21,257.85,99.94,3810,0,0.0,Low,Europe,Healthy,0
2221,2026-05-02 07:43:32,CRM API,/v1/service/31,200,Success,,503.97,18.48,74.68,203.76,96.52,8844,0,0.0,Low,US-West,Healthy,0
2222,2026-05-02 08:13:32,Weather API,/v1/service/50,200,Success,,1109.57,70.95,48.92,347.98,95.07,8472,0,0.0,Low,Australia,Healthy,0
2223,2026-05-02 08:43:32,Email Service API,/v1/service/36,200,Success,,1876.95,90.97,69.38,1005.29,95.43,8931,0,0.0,Low,Singapore,Stable,0
2224,2026-05-02 09:13:32,GitHub API,/v1/service/49,429,Failure,API Rate Limit Exceeded,3881.16,37.81,84.61,869.99,99.79,9568,55,77.44,Medium,Europe,Critical Risk,1
2225,2026-05-02 09:43:32,CRM API,/v1/service/15,200,Success,,2725.25,22.54,88.63,882.79,97.22,7871,0,0.0,Low,US-East,Healthy,0
2226,2026-05-02 10:13:32,Stripe Payment API,/v1/service/19,200,Success,,4800.37,89.6,31.36,1012.39,99.18,2967,0,0.0,Low,Singapore,Healthy,0
2227,2026-05-02 10:43:32,CRM API,/v1/service/45,429,Failure,API Rate Limit Exceeded,3150.34,89.08,67.41,295.18,99.85,9056,93,34.33,Medium,Singapore,Critical Risk,1
2228,2026-05-02 11:13:32,Fraud Detection API,/v1/service/28,200,Success,,4951.6,62.33,96.87,780.49,96.11,563,0,0.0,Low,US-West,Healthy,0
2229,2026-05-02 11:43:32,Google Maps API,/v1/service/28,200,Success,,4602.99,46.12,95.09,830.67,97.5,4174,0,0.0,Low,India,Healthy,0
2230,2026-05-02 12:13:32,Email Service API,/v1/service/46,502,Failure,Bad Gateway,557.62,41.79,70.67,325.49,98.77,236,39,72.47,Critical,US-West,Critical Risk,1
2231,2026-05-02 12:43:32,Notification API,/v1/service/14,403,Failure,Permission Denied,4216.88,43.08,78.77,141.14,97.8,6174,1,27.37,Critical,US-East,Likely Failure,1
2232,2026-05-02 13:13:32,Weather API,/v1/service/43,200,Success,,2991.0,28.09,54.86,925.69,96.7,7072,0,0.0,Low,Australia,Stable,0
2233,2026-05-02 13:43:32,GitHub API,/v1/service/21,200,Success,,3126.38,89.05,49.42,1054.9,94.74,8300,0,0.0,Low,Australia,Healthy,0
2234,2026-05-02 14:13:32,HR API,/v1/service/13,200,Success,,2819.48,61.31,36.21,409.08,98.59,6654,0,0.0,Low,US-East,Stable,0
2235,2026-05-02 14:43:32,User Service API,/v1/service/25,400,Failure,Malformed Request Payload,1981.07,54.26,80.29,1166.04,99.99,9869,9,65.71,Critical,US-East,Critical Risk,1
2236,2026-05-02 15:13:32,Inventory API,/v1/service/39,200,Success,,2686.77,12.23,47.58,995.95,96.21,5539,0,0.0,Low,US-East,Stable,0
2237,2026-05-02 15:43:32,Recommendation API,/v1/service/26,503,Failure,Service Unavailable,2102.6,90.61,83.4,1052.02,95.04,1071,78,161.61,Medium,Europe,High Risk,1
2238,2026-05-02 16:13:32,Recommendation API,/v1/service/10,200,Success,,2831.82,21.47,24.9,1178.86,97.81,5627,0,0.0,Low,India,Stable,0
2239,2026-05-02 16:43:32,Stripe Payment API,/v1/service/18,502,Failure,Bad Gateway,3926.76,75.86,94.98,792.04,95.78,6700,11,96.56,Medium,Singapore,Critical Risk,1
2240,2026-05-02 17:13:32,Analytics API,/v1/service/29,200,Success,,3551.79,16.8,50.77,1010.88,96.0,174,0,0.0,Low,Europe,Stable,0
2241,2026-05-02 17:43:32,Google Maps API,/v1/service/35,200,Success,,118.65,70.72,66.16,1019.43,94.94,9454,0,0.0,Low,US-East,Healthy,0
2242,2026-05-02 18:13:32,Fraud Detection API,/v1/service/18,503,Failure,Service Unavailable,2161.45,42.18,29.43,901.12,95.39,8519,39,144.24,Medium,US-East,High Risk,1
2243,2026-05-02 18:43:32,Stripe Payment API,/v1/service/15,200,Success,,4110.57,77.85,49.39,932.61,98.44,9358,0,0.0,Low,India,Healthy,0
2244,2026-05-02 19:13:32,Weather API,/v1/service/23,200,Success,,1174.16,92.36,82.66,41.97,97.02,1071,0,0.0,Low,Australia,Stable,0
2245,2026-05-02 19:43:32,OpenWeather API,/v1/service/10,200,Success,,312.49,74.47,72.92,1111.59,95.65,3553,0,0.0,Low,US-West,Healthy,0
2246,2026-05-02 20:13:32,Chat API,/v1/service/27,200,Success,,4102.47,27.7,97.47,417.09,99.31,828,0,0.0,Low,Europe,Stable,0
2247,2026-05-02 20:43:32,Inventory API,/v1/service/1,201,Success,,1996.03,38.48,50.97,379.42,96.17,6894,0,0.0,Low,Australia,Stable,0
2248,2026-05-02 21:13:32,OpenWeather API,/v1/service/24,500,Failure,Internal Server Error,4168.75,61.2,83.78,513.41,96.95,8964,21,136.45,Critical,US-West,High Risk,1
2249,2026-05-02 21:43:32,CRM API,/v1/service/44,504,Failure,Gateway Timeout,3476.31,32.43,72.14,249.53,98.11,7725,82,95.1,Medium,US-West,Critical Risk,1
2250,2026-05-02 22:13:32,Inventory API,/v1/service/42,502,Failure,Bad Gateway,415.3,65.65,72.5,510.9,95.47,414,25,73.18,High,US-West,High Risk,1
2251,2026-05-02 22:43:32,Notification API,/v1/service/43,200,Success,,4636.11,78.76,43.61,855.77,97.5,8870,0,0.0,Low,India,Stable,0
2252,2026-05-02 23:13:32,Order API,/v1/service/9,200,Success,,4228.61,14.76,46.06,1133.99,96.26,4199,0,0.0,Low,Australia,Stable,0
2253,2026-05-02 23:43:32,Order API,/v1/service/26,200,Success,,2117.47,57.15,91.54,638.45,98.38,2352,0,0.0,Low,US-West,Stable,0
2254,2026-05-03 00:13:32,Notification API,/v1/service/3,201,Success,,2313.5,23.52,24.64,557.56,95.32,8386,0,0.0,Low,Singapore,Healthy,0
2255,2026-05-03 00:43:32,HR API,/v1/service/14,403,Failure,Permission Denied,2724.13,42.92,74.35,980.89,96.27,4344,29,105.62,Medium,India,Likely Failure,1
2256,2026-05-03 01:13:32,Notification API,/v1/service/24,200,Success,,2613.42,52.73,35.28,851.97,99.43,1109,0,0.0,Low,US-West,Stable,0
2257,2026-05-03 01:43:32,Order API,/v1/service/42,404,Failure,Endpoint Not Found,2328.39,72.6,74.2,869.49,97.6,8549,32,11.67,Critical,US-East,High Risk,1
2258,2026-05-03 02:13:32,Authentication API,/v1/service/10,429,Failure,API Rate Limit Exceeded,3368.59,73.34,62.51,894.88,95.9,5023,80,135.96,Critical,US-West,Likely Failure,1
2259,2026-05-03 02:43:32,Notification API,/v1/service/6,200,Success,,924.26,38.44,20.84,642.82,94.88,9670,0,0.0,Low,US-West,Stable,0
2260,2026-05-03 03:13:32,Google Maps API,/v1/service/25,200,Success,,3048.3,61.89,66.29,1179.51,96.06,8479,0,0.0,Low,Singapore,Stable,0
2261,2026-05-03 03:43:32,HR API,/v1/service/33,503,Failure,Service Unavailable,2275.36,17.41,45.94,548.07,99.18,1624,15,52.18,Medium,India,Likely Failure,1
2262,2026-05-03 04:13:32,Email Service API,/v1/service/48,200,Success,,3425.49,35.71,62.48,935.59,96.75,3146,0,0.0,Low,India,Stable,0
2263,2026-05-03 04:43:32,Chat API,/v1/service/7,500,Failure,Internal Server Error,1577.53,94.2,64.51,862.06,98.27,7237,80,136.48,Critical,US-East,High Risk,1
2264,2026-05-03 05:13:32,Notification API,/v1/service/44,200,Success,,2443.75,10.2,20.48,90.08,98.11,3098,0,0.0,Low,India,Healthy,0
2265,2026-05-03 05:43:32,Weather API,/v1/service/28,400,Failure,Malformed Request Payload,634.98,49.78,73.46,403.25,99.69,7683,90,167.01,Medium,India,High Risk,1
2266,2026-05-03 06:13:32,Email Service API,/v1/service/27,503,Failure,Service Unavailable,2793.86,19.78,59.98,582.21,96.93,4249,19,13.92,Medium,India,High Risk,1
2267,2026-05-03 06:43:32,Order API,/v1/service/37,200,Success,,3039.7,93.59,31.16,1063.65,96.15,4839,0,0.0,Low,India,Stable,0
2268,2026-05-03 07:13:32,Billing API,/v1/service/11,404,Failure,Endpoint Not Found,3519.92,16.57,32.3,319.54,97.81,7933,96,76.98,Medium,US-East,Critical Risk,1
2269,2026-05-03 07:43:32,Authentication API,/v1/service/47,200,Success,,3044.78,47.18,58.07,393.03,98.3,6110,0,0.0,Low,Europe,Healthy,0
2270,2026-05-03 08:13:32,User Service API,/v1/service/47,200,Success,,4067.42,78.3,73.71,684.49,99.39,6189,0,0.0,Low,US-East,Healthy,0
2271,2026-05-03 08:43:32,GitHub API,/v1/service/9,201,Success,,3332.35,36.0,54.85,961.5,94.55,1583,0,0.0,Low,India,Healthy,0
2272,2026-05-03 09:13:32,GitHub API,/v1/service/6,504,Failure,Gateway Timeout,1199.58,53.82,63.47,1159.89,98.98,6095,99,24.69,Critical,Australia,High Risk,1
2273,2026-05-03 09:43:32,CRM API,/v1/service/2,500,Failure,Internal Server Error,2883.91,85.41,64.83,321.88,96.05,6246,28,67.21,High,US-West,Critical Risk,1
2274,2026-05-03 10:13:32,User Service API,/v1/service/19,502,Failure,Bad Gateway,866.98,40.69,22.11,787.17,95.51,9314,16,36.12,Medium,Singapore,High Risk,1
2275,2026-05-03 10:43:32,Recommendation API,/v1/service/42,200,Success,,1941.75,58.96,37.94,292.76,95.31,6703,0,0.0,Low,Australia,Healthy,0
2276,2026-05-03 11:13:32,CRM API,/v1/service/49,200,Success,,2813.11,59.91,93.48,783.51,96.07,1976,0,0.0,Low,Singapore,Healthy,0
2277,2026-05-03 11:43:32,Stripe Payment API,/v1/service/8,200,Success,,3604.17,61.79,60.0,663.07,99.72,2887,0,0.0,Low,US-East,Healthy,0
2278,2026-05-03 12:13:32,Recommendation API,/v1/service/41,500,Failure,Internal Server Error,4786.49,81.27,77.9,1046.57,97.99,6426,48,114.83,High,Australia,Critical Risk,1
2279,2026-05-03 12:43:32,CRM API,/v1/service/12,200,Success,,1632.79,25.92,52.82,124.57,94.87,9672,0,0.0,Low,India,Stable,0
2280,2026-05-03 13:13:32,OpenWeather API,/v1/service/27,200,Success,,2783.73,82.95,57.54,759.15,94.72,5652,0,0.0,Low,US-East,Healthy,0
2281,2026-05-03 13:43:32,Billing API,/v1/service/17,200,Success,,2959.95,19.25,27.27,896.4,97.57,9902,0,0.0,Low,Europe,Healthy,0
2282,2026-05-03 14:13:32,Notification API,/v1/service/42,429,Failure,API Rate Limit Exceeded,1907.13,45.31,56.79,990.72,96.66,3546,16,56.87,High,Australia,Critical Risk,1
2283,2026-05-03 14:43:32,Email Service API,/v1/service/27,200,Success,,383.39,42.07,60.44,140.03,99.65,1103,0,0.0,Low,India,Healthy,0
2284,2026-05-03 15:13:32,Inventory API,/v1/service/24,200,Success,,3050.68,17.12,73.74,942.6,96.89,4817,0,0.0,Low,Europe,Stable,0
2285,2026-05-03 15:43:32,GitHub API,/v1/service/48,404,Failure,Endpoint Not Found,4163.82,41.07,79.59,438.3,98.29,9378,82,7.06,High,Singapore,High Risk,1
2286,2026-05-03 16:13:32,User Service API,/v1/service/47,400,Failure,Malformed Request Payload,4715.06,60.22,31.9,642.04,98.62,800,32,20.99,Medium,US-West,Likely Failure,1
2287,2026-05-03 16:43:32,Google Maps API,/v1/service/44,200,Success,,3304.13,69.3,44.23,280.39,96.77,595,0,0.0,Low,India,Stable,0
2288,2026-05-03 17:13:32,Email Service API,/v1/service/19,200,Success,,3678.31,15.72,78.71,867.28,99.79,7868,0,0.0,Low,Europe,Healthy,0
2289,2026-05-03 17:43:32,Fraud Detection API,/v1/service/15,503,Failure,Service Unavailable,2724.71,30.39,90.23,961.02,96.77,8574,17,165.81,Critical,US-West,Critical Risk,1
2290,2026-05-03 18:13:32,Billing API,/v1/service/16,200,Success,,3426.91,18.51,85.83,692.89,98.22,6867,0,0.0,Low,India,Stable,0
2291,2026-05-03 18:43:32,Chat API,/v1/service/33,200,Success,,464.02,29.59,59.1,805.79,99.76,8970,0,0.0,Low,US-East,Healthy,0
2292,2026-05-03 19:13:32,Google Maps API,/v1/service/42,200,Success,,253.6,49.88,42.06,178.88,97.96,857,0,0.0,Low,Europe,Stable,0
2293,2026-05-03 19:43:32,Notification API,/v1/service/23,200,Success,,1723.48,66.04,30.03,111.3,99.66,567,0,0.0,Low,Singapore,Healthy,0
2294,2026-05-03 20:13:32,Google Maps API,/v1/service/40,200,Success,,4141.37,85.27,49.04,1029.35,98.46,5107,0,0.0,Low,US-East,Healthy,0
2295,2026-05-03 20:43:32,Google Maps API,/v1/service/3,201,Success,,4738.45,19.62,94.44,876.74,97.88,2566,0,0.0,Low,US-West,Healthy,0
2296,2026-05-03 21:13:32,Search API,/v1/service/6,401,Failure,Invalid Authentication Token,1883.57,19.76,77.31,890.03,97.46,1636,57,169.24,Medium,India,Likely Failure,1
2297,2026-05-03 21:43:32,CRM API,/v1/service/36,200,Success,,4743.69,89.69,35.72,722.42,97.82,8775,0,0.0,Low,India,Stable,0
2298,2026-05-03 22:13:32,Search API,/v1/service/46,200,Success,,3617.86,50.04,78.77,65.58,98.43,3066,0,0.0,Low,Singapore,Healthy,0
2299,2026-05-03 22:43:32,Authentication API,/v1/service/16,200,Success,,456.72,37.52,87.71,553.74,95.01,9401,0,0.0,Low,Australia,Stable,0
2300,2026-05-03 23:13:32,CRM API,/v1/service/36,403,Failure,Permission Denied,59.42,79.24,96.14,313.16,96.51,2785,29,27.05,Critical,Australia,High Risk,1
2301,2026-05-03 23:43:32,Email Service API,/v1/service/6,200,Success,,1308.27,60.46,46.29,494.68,96.36,3733,0,0.0,Low,US-West,Stable,0
2302,2026-05-04 00:13:32,Authentication API,/v1/service/2,200,Success,,439.15,44.51,35.39,952.54,96.57,6009,0,0.0,Low,US-East,Healthy,0
2303,2026-05-04 00:43:32,Google Maps API,/v1/service/18,400,Failure,Malformed Request Payload,401.04,25.09,90.02,972.19,94.77,7540,82,125.6,Critical,US-West,High Risk,1
2304,2026-05-04 01:13:32,Search API,/v1/service/44,200,Success,,70.98,35.64,96.71,138.58,97.41,8593,0,0.0,Low,Europe,Stable,0
2305,2026-05-04 01:43:32,Order API,/v1/service/27,201,Success,,453.57,65.79,47.39,1142.37,98.98,9976,0,0.0,Low,Singapore,Stable,0
2306,2026-05-04 02:13:32,Google Maps API,/v1/service/1,200,Success,,4671.78,25.33,21.39,157.76,98.55,8777,0,0.0,Low,US-West,Healthy,0
2307,2026-05-04 02:43:32,HR API,/v1/service/30,503,Failure,Service Unavailable,1261.21,60.6,59.22,57.47,99.4,9006,62,158.77,Critical,India,Likely Failure,1
